	assembly	CDStype	host_taxid	host_domain	evidence	is_inherited	bp	numcontigs	accession	numCDS	T1_M	T1_E	T1_S	T1_RM	T2_M	T2_E	T2_RM	T3_M	T3_E	T3_RM	orphanMTases	pEndo	pRM	T4	T2G	pT4	pT2G	virus_RM	virus_MTtotal	virus_lineage
8671	GCF_001430215	allframes	27622	Eukaryota	Literature, RefSeq	False	4903	1	NC_028123	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8673	GCF_001430235	allframes	9601	Eukaryota	RefSeq	False	5358	1	NC_028127	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8675	GCF_001430255	allframes	1	root	Literature	False	73689	1	NC_028104	8480	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	dsDNA viruses, no RNA stage
8685	GCF_001430375	allframes	9556	Eukaryota	Literature, RefSeq	False	34064	1	NC_028107	2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8689	GCF_001430435	allframes	40233	Eukaryota	Literature, RefSeq	False	5352	1	NC_028120	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8691	GCF_001430455	allframes	1	root	Literature	False	171045	1	NC_028110	11855	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
8697	GCF_001430515	allframes		Eukaryota	inferred_taxonomically	True	7197	1	NC_028126	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8701	GCF_001430555	allframes	9541	Eukaryota	Literature, RefSeq	False	35685	1	NC_028113	1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8703	GCF_001430575	allframes	47230	Eukaryota	Literature, RefSeq	False	5024	1	NC_028119	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8705	GCF_001430595	allframes	9534;60710	Eukaryota	Literature, RefSeq;RefSeq	False	35159	1	NC_028105	2089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8709	GCF_001430635	allframes	59476	Eukaryota	Literature, RefSeq	False	5041	1	NC_028121	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8711	GCF_001430655	allframes	1	root	Literature	False	178262	1	NC_028112	14405	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8723	GCF_001431935	allframes	9103	Eukaryota	RefSeq	False	188534	1	NC_028238	24850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8757	GCF_001433645	allframes	562	Bacteria	RefSeq	False	136896	1	NC_028248	12682	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	1	2	dsDNA viruses, no RNA stage
8763	GCF_001440875	allframes	56636;272557	Archaea	Literature, UniProt;RefSeq	False	13769	1	NC_028256	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8771	GCF_001440955	allframes	127582	Eukaryota	RefSeq	False	7771	1	NC_028267	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8807	GCF_001443905	allframes	9783	Eukaryota	RefSeq	False	205896	1	NC_028379	11800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8841	GCF_001447045	allframes		Bacteria	inferred_taxonomically	True	167467	1	NC_028448	20320	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8843	GCF_001447065	allframes	1005487	Bacteria	RefSeq	False	63569	1	NC_028449	4617	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	dsDNA viruses, no RNA stage
8845	GCF_001448375	allframes	8168	Eukaryota	RefSeq	False	127011	1	NC_028461	8189	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8899	GCF_001461525	allframes	10116	Eukaryota	RefSeq	False	7707	1	NC_028492	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8907	GCF_001461605	allframes	40085	Eukaryota	RefSeq	False	98392	1	NC_028491	10457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8915	GCF_001465085	allframes	82593;1563999	Eukaryota	Literature;RefSeq	False	135952	1	NC_028636	12566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8917	GCF_001465105	allframes	37012	Eukaryota		False	5163	1	NC_028635	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8923	GCF_001470035	allframes	287	Bacteria	RefSeq	False	94109	1	NC_028652	7715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8925	GCF_001470055	allframes	1351	Bacteria	RefSeq	False	41307	1	NC_028671	5037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8927	GCF_001470075	allframes	246196	Bacteria	RefSeq	False	50515	1	NC_028680	2122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8929	GCF_001470095	allframes	470	Bacteria	RefSeq	False	41563	1	NC_028684	5266	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8931	GCF_001470115	allframes	246196	Bacteria	RefSeq	False	68227	1	NC_028691	2498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8933	GCF_001470135	allframes	59204	Bacteria	RefSeq	False	40740	1	NC_028699	3165	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8935	GCF_001470155	allframes	382	Bacteria	RefSeq	False	149218	1	NC_028676	9685	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8937	GCF_001470175	allframes	246196	Bacteria	RefSeq	False	69030	1	NC_028682	2531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8939	GCF_001470195	allframes	573	Bacteria	RefSeq	False	43963	1	NC_028664	3354	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8941	GCF_001470215	allframes	624	Bacteria	RefSeq	False	62851	1	NC_028685	4610	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8943	GCF_001470235	allframes	470	Bacteria	RefSeq	False	41526	1	NC_028675	5283	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8945	GCF_001470255	allframes	287	Bacteria	RefSeq	False	60919	1	NC_028657	3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8947	GCF_001470275	allframes	28901	Bacteria	RefSeq	False	41868	1	NC_028698	3511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8949	GCF_001470295	allframes	246196	Bacteria	RefSeq	False	68355	1	NC_028674	2505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8951	GCF_001470315	allframes	246196	Bacteria	RefSeq	False	56669	1	NC_028678	2407	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8953	GCF_001470335	allframes	1314	Bacteria	RefSeq	False	33900	1	NC_028697	3853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8955	GCF_001470355	allframes	1771959	Bacteria	RefSeq	False	15524	1	NC_028692	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8957	GCF_001470375	allframes	2055	Bacteria	RefSeq	False	56982	1	NC_028665	1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8959	GCF_001470395	allframes	410332	Bacteria	RefSeq	False	73419	1	NC_028673	3964	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8961	GCF_001470415	allframes	246196	Bacteria	RefSeq	False	68472	1	NC_028690	2512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8963	GCF_001470435	allframes	287	Bacteria	RefSeq	False	39593	1	NC_028667	1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8965	GCF_001470455	allframes	1771	Bacteria	RefSeq	False	50418	1	NC_028662	2503	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8967	GCF_001470475	allframes	67780	Bacteria	RefSeq	False	177643	1	NC_028683	18667	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8969	GCF_001470495	allframes	1314	Bacteria	RefSeq, UniProt	False	37976	1	NC_028700	4250	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8971	GCF_001470515	allframes	573	Bacteria	RefSeq	False	44203	1	NC_028670	3291	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8973	GCF_001470535	allframes	1888169	Bacteria	RefSeq	False	149732	1	NC_028672	10152	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8975	GCF_001470555	allframes	397453	Bacteria	RefSeq	False	61035	1	NC_028660	4472	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8977	GCF_001470575	allframes	168657	Bacteria	RefSeq	False	19351	1	NC_028651	2122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8979	GCF_001470595	allframes	83334	Bacteria	RefSeq	False	65955	1	NC_028656	4787	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
8981	GCF_001470615	allframes	246196	Bacteria	RefSeq	False	56275	1	NC_028654	2385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8983	GCF_001470635	allframes	470	Bacteria	RefSeq	False	40938	1	NC_028679	5210	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8985	GCF_001470655	allframes	570	Bacteria		False	166313	1	NC_028686	18314	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8987	GCF_001470675	allframes	59202	Bacteria	RefSeq	False	33509	1	NC_028701	2342	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	dsDNA viruses, no RNA stage
8989	GCF_001470695	allframes	410332	Bacteria	RefSeq	False	77779	1	NC_028668	5358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8991	GCF_001470715	allframes	246196	Bacteria	RefSeq	False	68735	1	NC_028658	2526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8993	GCF_001470735	allframes	630	Bacteria	RefSeq	False	39235	1	NC_028655	3420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8995	GCF_001470755	allframes	1772;246196	Bacteria	RefSeq;RefSeq	False	68367	1	NC_028681	2502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8997	GCF_001470775	allframes	1348	Bacteria	RefSeq	False	36595	1	NC_028666	4437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
8999	GCF_001470795	allframes	103796	Bacteria	RefSeq	False	41149	1	NC_028661	2508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9001	GCF_001470815	allframes	573	Bacteria	RefSeq	False	142987	1	NC_028659	12395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9003	GCF_001470835	allframes	1351	Bacteria	RefSeq	False	18607	1	NC_028693	2426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9005	GCF_001470855	allframes	1833	Bacteria	RefSeq	False	46596	1	NC_028677	2341	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9007	GCF_001470875	allframes	1280	Bacteria	RefSeq	False	43012	1	NC_028669	5334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9009	GCF_001470895	allframes	2055	Bacteria	RefSeq	False	67617	1	NC_028653	2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9011	GCF_001470915	allframes	59204	Bacteria	RefSeq	False	41338	1	NC_028696	3398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9013	GCF_001470935	allframes	59920	Bacteria	RefSeq	False	188632	1	NC_028663	20280	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	dsDNA viruses, no RNA stage
9015	GCF_001470955	allframes	1747	Bacteria	RefSeq	False	29407	1	NC_028694	1897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9017	GCF_001470975	allframes	573	Bacteria	RefSeq	False	40114	1	NC_028688	3188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9019	GCF_001470995	allframes	1537702	Bacteria	RefSeq	False	38084	1	NC_028702	1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9021	GCF_001471015	allframes	246196	Bacteria	RefSeq	False	67774	1	NC_028689	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9023	GCF_001471035	allframes	246196	Bacteria	RefSeq	False	51637	1	NC_028687	1932	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
9025	GCF_001471055	allframes	548	Bacteria	RefSeq	False	40491	1	NC_028695	3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9027	GCF_001482935	allframes	246196	Bacteria	RefSeq	False	53141	1	NC_028744	2149	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9029	GCF_001482955	allframes	246196	Bacteria	RefSeq	False	70270	1	NC_028742	2419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9031	GCF_001482975	allframes	75985	Bacteria	RefSeq	False	48594	1	NC_028743	4834	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	dsDNA viruses, no RNA stage
9033	GCF_001500355	allframes	90371	Bacteria	RefSeq	False	120098	1	NC_028754	14104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9035	GCF_001500375	allframes	1465	Bacteria	Literature, RefSeq	False	134270	1	NC_028749	14561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9037	GCF_001500395	allframes	287	Bacteria	RefSeq	False	84583	1	NC_028882	5159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9039	GCF_001500415	allframes	246196	Bacteria	RefSeq	False	61511	1	NC_028832	2273	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
9041	GCF_001500435	allframes	246196	Bacteria	RefSeq	False	72790	1	NC_028785	3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9043	GCF_001500455	allframes	1911	Bacteria	RefSeq	False	50113	1	NC_028976	1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9045	GCF_001500475	allframes	246196	Bacteria	RefSeq	False	52392	1	NC_028860	2246	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9047	GCF_001500495	allframes	562	Bacteria	RefSeq	False	29237	1	NC_028943	2155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9049	GCF_001500515	allframes	72407	Bacteria	RefSeq	False	49037	1	NC_028760	3595	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
9051	GCF_001500535	allframes	52959	Bacteria		False	48689	1	NC_028924	6687	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	4	dsDNA viruses, no RNA stage
9053	GCF_001500555	allframes	246196	Bacteria	RefSeq	False	53455	1	NC_028928	2302	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	dsDNA viruses, no RNA stage
9055	GCF_001500575	allframes	246196	Bacteria	RefSeq	False	72139	1	NC_028934	2475	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9057	GCF_001500595	allframes	42777	Bacteria	RefSeq	False	76964	1	NC_028865	3919	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
9059	GCF_001500615	allframes	584	Bacteria	RefSeq	False	161989	1	NC_028762	21363	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9061	GCF_001500635	allframes	67263	Bacteria	RefSeq	False	56528	1	NC_028974	1656	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
9063	GCF_001500655	allframes	573	Bacteria	RefSeq	False	43595	1	NC_028870	3281	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9065	GCF_001500675	allframes	1396	Bacteria	RefSeq	False	56505	1	NC_029024	6567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9067	GCF_001500695	allframes	1279	Bacteria		False	43189	1	NC_028864	5326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9069	GCF_001500715	allframes	562	Bacteria	UniProt	False	30624	1	NC_001317	2146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9075	GCF_001500775	allframes	33903	Bacteria	RefSeq	False	56445	1	NC_029005	1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9077	GCF_001500795	allframes	470	Bacteria	RefSeq	False	41243	1	NC_028987	5216	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9079	GCF_001500815	allframes	2284	Archaea	RefSeq	False	51711	1	NC_029011	5539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9081	GCF_001500835	allframes	562	Bacteria	RefSeq	False	43900	1	NC_028901	2867	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
9083	GCF_001500855	allframes	511145	Bacteria	RefSeq	False	90743	1	NC_028808	10009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9085	GCF_001500875	allframes	305	Bacteria	RefSeq	False	222888	1	NC_028899	12818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9087	GCF_001500895	allframes	1772;246196	Bacteria	RefSeq;RefSeq	False	52643	1	NC_028804	2337	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9089	GCF_001500915	allframes	573	Bacteria	RefSeq	False	41054	1	NC_028977	3382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9091	GCF_001500935	allframes	573	Bacteria	RefSeq	False	41698	1	NC_028800	3458	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9093	GCF_001500955	allframes	208964	Bacteria	RefSeq	False	45673	1	NC_028919	3456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9097	GCF_001500995	allframes	208964	Bacteria	RefSeq	False	66103	1	NC_028745	3555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9099	GCF_001501035	allframes	246196	Bacteria	RefSeq	False	53042	1	NC_028852	2120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9101	GCF_001501055	allframes	287	Bacteria	RefSeq	False	68871	1	NC_028939	3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9103	GCF_001501075	allframes	1763	Bacteria		False	50768	1	NC_028757	1966	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9105	GCF_001501095	allframes	573	Bacteria	RefSeq	False	48754	1	NC_028774	3534	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
9107	GCF_001501115	allframes	246196	Bacteria	RefSeq	False	58338	1	NC_028937	2359	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
9109	GCF_001501135	allframes	561	Bacteria		False	170527	1	NC_028847	18922	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9111	GCF_001501155	allframes	562	Bacteria	RefSeq	False	32675	1	NC_028896	2566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9113	GCF_001501175	allframes	382	Bacteria	RefSeq	False	206713	1	NC_028945	13773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9115	GCF_001501195	allframes	470	Bacteria	RefSeq	False	41805	1	NC_028848	5267	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9117	GCF_001501215	allframes	246196	Bacteria	RefSeq	False	45161	1	NC_028922	1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9119	GCF_001501235	allframes	246196	Bacteria	RefSeq	False	53387	1	NC_028849	2329	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9121	GCF_001501255	allframes	1464	Bacteria	RefSeq	False	41149	1	NC_028837	3813	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
9123	GCF_001501275	allframes	584	Bacteria	RefSeq	False	44573	1	NC_028916	5431	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9125	GCF_001501295	allframes	472	Bacteria	RefSeq	False	44846	1	NC_028855	5192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9127	GCF_001501315	allframes	573	Bacteria	RefSeq	False	43809	1	NC_028816	3328	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9129	GCF_001501335	allframes	1358	Bacteria	RefSeq	False	29459	1	NC_013152	3738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9131	GCF_001501355	allframes	1279	Bacteria		False	43145	1	NC_028913	5346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9133	GCF_001501375	allframes	1358	Bacteria	RefSeq	False	28144	1	NC_028900	3581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9143	GCF_001501475	allframes	2281	Archaea	Literature, RefSeq	False	28489	1	NC_028787	3990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9145	GCF_001501495	allframes	562	Bacteria	RefSeq	False	167298	1	NC_028927	20163	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9147	GCF_001501535	allframes	287	Bacteria	UniProt	False	73420	1	NC_029017	4494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9149	GCF_001501555	allframes	630	Bacteria	RefSeq	False	41449	1	NC_028850	3210	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9151	GCF_001501575	allframes					42593	1	NC_029019	2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9153	GCF_001501595	allframes	208964	Bacteria	RefSeq	False	66111	1	NC_028971	3390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9155	GCF_001501615	allframes	550	Bacteria	RefSeq	False	31522	1	NC_028795	2717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9157	GCF_001501635	allframes	1219076	Bacteria	RefSeq	False	248088	1	NC_028829	25654	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
9159	GCF_001501655	allframes	83333	Bacteria	RefSeq	False	59670	1	NC_028776	5651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9161	GCF_001501675	allframes	29387	Bacteria	RefSeq	False	140961	1	NC_028962	20993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dsDNA viruses, no RNA stage
9163	GCF_001501695	allframes	1485	Bacteria		False	54295	1	NC_028996	7342	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	dsDNA viruses, no RNA stage
