#orgid	T1_M	T1_E	T1_S	T1_RM	T2_M	T2_E	T2_RM	T3_M	T3_E	T3_RM	orphanMTases	pEndo	pRM	T4	T2G	pT4	pT2G
GCF_000925495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925715	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_002651595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925755	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_002651635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925815	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCA_002651695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925835	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCA_002651715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925855	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCA_002651735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925915	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCA_002651795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000925995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926075	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GCA_002651935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926115	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_002651975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002651995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926715	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0
GCA_002652575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926775	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_002652635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926855	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
GCA_002652715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926875	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_002652735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000926995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002652995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927355	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GCA_002653195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927395	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
GCA_002653235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927415	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_002653255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927435	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCA_002653275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927475	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_002653315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927495	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCA_002653335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927515	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GCA_002653355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927535	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
GCA_002653375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927575	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCA_002653415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927595	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GCA_002653435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000927995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002653995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928575	0	0	0	0	3	0	0	0	1	0	3	0	0	0	0	0	0
GCA_002654395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCA_002654675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCF_000928875	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
