orgid	bp	numcontigs	numCDS	numCDS_allframes	accession	lineage
GCA_002743755	50602	1	83	1602	MF766045	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Arquatrovirinae;R4virus;unclassified R4virus;Streptomyces phage Daudau
GCA_002607605	41960	1	68	5345	KT809368	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Biseptimavirus;unclassified Biseptimavirus;Staphylococcus phage P282
GCA_002758375	33613	1	50	3836	DQ838728	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage P335 sensu lato;Lactococcus phage P335
GCA_002743775	50483	1	79	1584	MF766046	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Arquatrovirinae;R4virus;unclassified R4virus;Streptomyces phage Diane
GCA_002607625	40448	1	64	4988	KT809369	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Biseptimavirus;unclassified Biseptimavirus;Staphylococcus phage P630
GCA_002758395	68999	1	100	2542	AF547430	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Bclasvirinae;Pg1virus;Mycobacterium virus Pg1;Mycobacterium phage PG1
GCA_002607685	28788	1	28	2364	KT894027	root;Viruses;unclassified virophages;Dishui lake virophage 1
GCA_002743795	50837	1	78	1588	MF766047	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Arquatrovirinae;R4virus;unclassified R4virus;Streptomyces phage SqueakyClean
GCA_002758415	31106	1	50	3496	JX564242	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage P335 sensu lato;Lactococcus phage Q33
GCA_002743815	50574	1	81	1624	MF766048	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Arquatrovirinae;R4virus;unclassified R4virus;Streptomyces phage Tefunt
GCA_002758455	42638	1	0	1395	AY526909	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Bpp1virus;Bordetella virus BPP1;Bordetella phage BIP-1
GCA_002607705	89748	1	78	12529	KT876726	root;Viruses;unclassified bacterial viruses;Flavobacterium phage FpV21
GCA_002758475	36615	1	51	4186	DQ222851	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Wbetavirus;unclassified Wbetavirus;Bacillus phage Cherry
GCA_002758495	37373	1	53	4290	DQ289556	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Wbetavirus;unclassified Wbetavirus;Bacillus phage Gamma isolate d'Herelle
GCA_002758515	37131	1	60	4148	DQ394806	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage ul36;Lactococcus phage ul36.k1
GCA_002607785	88308	1	75	12262	KT876724	root;Viruses;unclassified bacterial viruses;Flavobacterium phage FpV4
GCA_002743835	145162	1	100	20169	MF787246	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactobacillus phage LpeD
GCA_002758535	35594	1	53	4101	DQ394807	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage ul36;Lactococcus phage ul36.k1t1
GCA_002607815	42696	1	58	4272	KT876725	root;Viruses;unclassified bacterial viruses;Flavobacterium phage FpV9
GCA_002743855	42518	1	59	2270	MF614100	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Klebsiella phage vB_KpnS_IME279
GCA_002758555	35992	1	52	4130	DQ394808	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage ul36;Lactococcus phage ul36.t1
GCA_002607875	18838	1	22	2414	KT945995	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;unclassified Podoviridae;Enterococcus phage vB_EfaP_IME199
GCA_002833945	787325	29	109	96783	EU001284;EU001261;EU001264;EU001272;EU001270;EU001263;EU001280;EU001275;EU001278;EU001271;EF710638;EU001277;EU001259;EU001279;EU001283;EU001269;EU001262;EU001276;EU001285;EU001282;EU001267;EF710642;EU001268;EU001281;EU001273;EU001274;EU001266;EU001265;EU001260	root;Viruses;dsDNA viruses, no RNA stage;Polydnaviridae;Bracovirus;Glyptapanteles flavicoxis bracovirus
GCA_002758575	34897	1	51	4049	DQ394809	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage ul36;Lactococcus phage ul36.t1k1
GCA_002607905	47457	1	61	2616	KT898133	root;Viruses;unclassified bacterial viruses;Aeromonas phage phiARM81ld
GCA_002758595	34600	1	51	3404	DQ426905	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Peduovirinae;P2virus;Mannheimia virus PHL101;Mannheimia phage phiMhaA1-BAA410
GCA_002758615	33641	1	51	3931	DQ394810	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactococcus phage ul36;Lactococcus phage phismq86
GCA_002607935	66257	1	94	3448	LC102730	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Pbunavirus;unclassified Pbunalikevirus;Pseudomonas phage S12-1
GCA_002743895	142204	1	180	16205	MF988720	root;Viruses;unclassified bacterial viruses;Pseudoalteromonas phage J2-1
GCA_002758635	42925	1	56	3019	EU078592	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Lambdavirus;Escherichia virus Lambda;Enterobacteria phage DE3
GCA_002743915	42168	1	54	2493	MF959999	root;Viruses;unclassified bacterial viruses;Marinobacter phage PS3
GCA_002607975	60012	1	70	2843	KT898134	root;Viruses;unclassified bacterial viruses;Aeromonas phage phiARM81mr
GCA_002758655	41901	1	63	1184	EU568876	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Liefievirus;unclassified Liefievirus;Mycobacterium phage BPs
GCA_002743935	58226	1	80	4055	MF959998	root;Viruses;unclassified bacterial viruses;Marinobacter phage PS6
GCA_002608035	57218	1	69	3020	KT887557	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Pseudomonas phage phi1
GCA_002758695	64562	1	86	2768	FJ168660	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Pbi1virus;Mycobacterium virus PBI1;Mycobacterium phage Butterscotch
GCA_002608065	41619	1	53	5424	KU057941	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Clostridium phage CDSH1
GCA_002743955	70373	1	115	2930	MG009575	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Mycobacterium phage Kumao
GCA_002758715	68450	1	104	2519	FJ174694	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Bclasvirinae;Pg1virus;Mycobacterium virus Pg1;Mycobacterium phage Chah
GCA_002758735	41901	1	63	1184	GQ303261	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Liefievirus;unclassified Liefievirus;Mycobacterium phage Hope
GCA_002608095	79099	1	121	9141	KU052488	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Lactobacillus phage SA-C12
GCA_002758755	38989	1	63	4682	GQ478082	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Phifelvirus;Enterococcus virus FL1;Enterococcus phage phiFL1A;Enterococcus phage phiFL1B
GCA_002608185	39399	1	69	4725	KX467643	root;Viruses;dsDNA viruses, no RNA stage;Ligamenvirales;Lipothrixviridae;Betalipothrixvirus;Sulfolobus islandicus filamentous virus;Sulfolobus islandicus filamentous virus 2
GCA_002758775	38721	1	74	4641	GQ478083	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Phifelvirus;Enterococcus virus FL1;Enterococcus phage phiFL1A;Enterococcus phage phiFL1C
GCA_002743975	147659	1	231	16329	MF805809	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;unclassified Myoviridae;Escherichia phage vB_EcoM_PHB05
GCA_002608235	41310	1	49	3460	KU183006	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Podoviridae;Autographivirinae;unclassified Autographivirinae;Klebsiella phage vB_KpnP_IME205
GCA_002743995	49494	1	74	5065	MF788075	root;Viruses;unclassified bacterial viruses;Pseudomonas phage IME180
GCA_002608255	50298	1	80	4668	KU194205	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Tunavirinae;T1virus;Escherichia virus JMPW2;Escherichia phage JMPW2
GCA_002833965	508609	27	27	59273	EU001254;EU001250;EU001247;EU001252;EU001251;EU001245;EF051509;EF051506;EU001257;EU001255;EU001256;EF051508;EF051505;EU001258;EU001248;AY871265;EU001246;EF051507;AF414846;AF414845;EU001253;EF051511;EF051510;EU001249;EU001243;EU001244;EF051512	root;Viruses;dsDNA viruses, no RNA stage;Polydnaviridae;Bracovirus;Glyptapanteles indiensis bracovirus
GCA_002833985	9951	4	6	1474	AF027657;CFU19239;CFU76536;CFEPVTK	root;Viruses;dsDNA viruses, no RNA stage;Poxviridae;Entomopoxvirinae;Betaentomopoxvirus;Choristoneura fumiferana entomopoxvirus
GCA_002744015	57385	1	71	1698	MF975638	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Streptomyces phage Abt2graduatex2
GCA_002834005	16570	7	7	1876	X82047;X80480;X82045;X82049;X82048;X80481;X82046	root;Viruses;dsRNA viruses;Reoviridae;Spinareovirinae;Idnoreovirus;Idnoreovirus 1;Diadromus pulchellus idnoreovirus 1
GCA_002608295	49628	1	78	4627	KU194206	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Tunavirinae;T1virus;Escherichia virus JMPW1;Escherichia phage JMPW1
GCA_002834025	4798	2	4	453	AJ749657;AJ749658	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Virgaviridae;Furovirus;Japanese soil-borne wheat mosaic virus;French barley mosaic virus
GCA_002834045	4450	1	4	286	RYVCGEN	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Solemoviridae;Sobemovirus;Rice yellow mottle virus
GCA_002834065	9657	3	3	1279	KJ434187;KJ434186;KJ434185	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phasmaviridae;Orthophasmavirus;Nome phantom orthophasmavirus
GCA_002744035	43060	1	56	1870	MF975637	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Streptomyces phage Scap1
GCA_002836525	5246	8	7	538	FM864251;FM864260;FM864261;FM864233;FM864290;FM864263;FM864265;EU493321	root;Viruses;dsDNA viruses, no RNA stage;Polydnaviridae;Bracovirus;Cotesia rubecula bracovirus
GCA_002758795	168401	1	272	20355	KM606999	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;Escherichia virus RB3;Enterobacteria phage RB10
GCA_002837865	14945	7	12	1589	HBVMNS3NP;HBVPV2R;HBVPV2A;HBVNS4VC;AF004658;AF004657;AF009569	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Tenuivirus;Rice hoja blanca tenuivirus
GCA_002866945	4901	1	0	316	M22820	root;Viruses;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;Snyder-Theilen feline sarcoma virus
GCA_002608315	64415	1	86	3322	LC105987	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Pbunavirus;unclassified Pbunalikevirus;Pseudomonas phage KPP22
GCA_002744055	49579	1	84	4093	MF996376	root;Viruses;unclassified bacterial viruses;Escherichia phage SRT8
GCA_002866965	50864	1	85	1955	JF704101	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;Mycobacterium virus Microwolf
GCA_002866985	6483	2	4	561	SMU47034;MTV30KCP	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Virgaviridae;Tobamovirus;Sunn-hemp mosaic virus
GCA_002608365	64415	1	86	3323	LC105988	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Pbunavirus;unclassified Pbunalikevirus;Pseudomonas phage KPP22M1
GCA_002867005	7637	3	6	866	AY312434;AY312436;AY312435	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Tenuivirus;Iranian wheat stripe tenuivirus
GCA_002867025	9238	4	7	970	MZSRNA3;S40180;S58504;MSU53224	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Tenuivirus;Maize stripe tenuivirus
GCA_002867045	12497	2	6	1111	KF812525;KF812526	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Mononegavirales;Rhabdoviridae;Dichorhavirus;Coffee ringspot dichorhavirus
GCA_002867065	4131	2	4	440	U82447;U82446	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Phenuiviridae;Tenuivirus;Urochloa hoja blanca tenuivirus
GCA_002867085	3754	2	2	363	FJ028650;KJ746622	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Comovirus;Broad bean stain virus
GCA_002867105	9164	2	2	784	EU881936;EU881937	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Fabavirus;Cucurbit mild mosaic virus
GCA_002608395	64415	1	86	3323	LC105989	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Pbunavirus;unclassified Pbunalikevirus;Pseudomonas phage KPP22M2
GCA_002867145	11559	2	2	904	JQ670669;JX304792	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus;Aeonium ringspot virus
GCA_002758815	168394	1	271	20354	KM606996	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;Escherichia virus RB3;Enterobacteria phage RB6
GCA_002867165	14304	2	2	1329	AB649297;AB649296	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus;Blueberry latent spherical virus
GCA_002867185	11581	2	2	936	AB518485;AB518486	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus;Melon mild mottle virus
GCA_002744075	159323	1	264	18261	MF957259	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;unclassified Tevenvirinae;Salmonella phage Melville
GCA_002867205	10925	2	2	854	KC904083;KC904084	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus;Mulberry mosaic leaf roll associated virus
GCA_002867225	4438	2	2	418	DQ143874;DQ143875	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Cheravirus;Stocky prune virus
GCA_002608435	64415	1	86	3323	LC105990	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Pbunavirus;unclassified Pbunalikevirus;Pseudomonas phage KPP22M3
GCA_002867245	14146	5	5	1870	KT861483;KT861484;KT861481;KT861485;KT861482	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Fimoviridae;Emaravirus;Actinidia chlorotic ringspot-associated emaravirus;Actinidia chlorotic ringspot-associated virus
GCA_002744095	44260	1	65	4126	MF999224	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Lactobacillus phage LJ
GCA_002867265	14744	4	10	1542	EU410955;FJ424610;JF513082;JF513083	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Benyviridae;Benyvirus;Beet soil-borne mosaic virus
GCA_002867285	11291	2	8	998	EU099844;EU099845	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Benyviridae;Benyvirus;Rice stripe necrosis virus
GCA_002608465	58848	1	86	4214	KU160639	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Arthrobacter phage Anansi
GCA_002867305	5108	2	4	412	EU919669;LRU17391	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Bromoviridae;Ilarvirus;Lilac ring mottle virus
GCA_002867325	11470	4	4	1063	HM013825;HM013826;GQ290649;GQ290645	root;Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Cryphonectria nitschkei chrysovirus 1
GCA_002744135	37917	1	52	2149	MF975720	root;Viruses;unclassified bacterial viruses;Pseudomonas phage VW-6S
GCA_002867345	12822	4	4	1079	HM004069;HM004068;HM004067;HM004070	root;Viruses;dsRNA viruses;Chrysoviridae;Chrysovirus;Verticillium dahliae chrysovirus 1
GCA_002867385	16580	2	13	1796	KR002687;KR002686	root;Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae;Crinivirus;Tetterwort vein chlorosis virus
GCA_002867405	5255	2	5	531	MBGCOAREPA;MBGCOAREPB	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Bean golden yellow mosaic virus;Bean golden yellow mosaic virus-[Dominican Republic]
GCA_002608505	58979	1	86	4219	KU160647	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Arthrobacter phage Gorgeous
GCA_002867425	5069	2	7	508	DQ178608;DQ178609	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Cabbage leaf curl Jamaica virus
GCA_002758835	168395	1	272	20353	KM606998	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;Escherichia virus RB3;Enterobacteria phage RB9
GCA_002867455	5320	2	7	552	KF358471;KF358470	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Cotton chlorotic spot virus
GCA_002744155	65869	1	95	2126	MF919510	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia phage Kabluna
GCA_002867495	5524	2	8	484	AY795983;AY795989	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;East African cassava mosaic Cameroon virus
GCA_002867535	5459	2	8	511	GQ924761;GQ924760	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Indian cassava mosaic virus;Jatropha curcas mosaic virus;Jatropha curcas mosaic virus-[Dha]
GCA_002608535	43661	1	62	1878	KU160649	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Korravirus;unclassified Korravirus;Arthrobacter phage Immaculata
GCA_002867555	5193	2	7	487	JQ821387;JQ821386	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Jacquemontia mosaic Yucatan virus
GCA_002867575	5192	2	7	501	FJ601917;FJ600484	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Malvastrum yellow mosaic Jamaica virus
GCA_002867595	5151	2	7	484	HM236368;HM236369	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Rhynchosia golden mosaic Havana virus;Rhynchosia golden mosaic Havana virus-[Cuba:Havana:28:2007]
GCA_002608605	15524	1	26	862	KU160658	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Arthrobacter phage Muttlie
GCA_002867615	5103	2	7	494	DQ406673;DQ406672	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Squash leaf curl virus;Rhynchosia mosaic Sinaloa virus
GCA_002867635	5186	2	7	473	HM236371;HM236370	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Rhynchosia rugose golden mosaic virus;Rhynchosia rugose golden mosaic virus-[Cuba:Camaguey:171:2009]
GCA_002744185	60237	1	85	1804	MF919514	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia phage Lennon
GCA_002867675	5229	2	7	530	JF803264;KC706615	root;Viruses;ssDNA viruses;Geminiviridae;Begomovirus;Tomato mottle leaf curl virus
GCA_002867695	9749	9	5	890	KF435147;JX867550;KF435146;KF435143;JX569847;JX867546;JX867540;KF435145;JX867548	root;Viruses;ssDNA viruses;Nanoviridae;Babuvirus;Cardamom bushy dwarf virus
GCA_002867715	1456	1	1	175	DQ885455	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Aspiviridae;Ophiovirus;Freesia sneak virus
GCA_002867735	4018	1	1	455	AF335429	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Aspiviridae;Ophiovirus;Ranunculus white mottle virus
GCA_002608625	44259	1	63	1915	KU160662	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Korravirus;unclassified Korravirus;Arthrobacter phage RAP15
GCA_002867795	11452	6	6	858	GQ499302;GQ499304;FJ861694;FJ861695;JN412853;GQ499303	root;Viruses;ssRNA viruses;ssRNA negative-strand viruses;Orthomyxoviridae;Quaranjavirus;Quaranfil quaranjavirus
GCA_002867815	3747	2	2	319	FJ550605;FJ550604	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Carrot cryptic virus
GCA_002867835	3645	2	2	308	AB465309;AB465308	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Flammulina velutipes browning virus
GCA_002867855	1928	1	1	155	AB025903	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Helicobasidium mompa partitivirus V70;Helicobasidium mompa dsRNA mycovirus
GCA_002867875	3893	2	2	272	HQ541323;HQ541324	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Heterobasidion partitivirus 1
GCA_002867895	3690	2	2	278	KF963176;KF963175	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Heterobasidion partitivirus 12
GCA_002867915	3649	2	2	291	KF963178;KF963177	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Heterobasidion partitivirus 13
GCA_002867955	2089	2	2	181	KF963182;KF963181	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Heterobasidion partitivirus 13
GCA_002744215	93201	1	179	3857	MF919520	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia phage Lozinak
GCA_002867975	1798	2	2	159	KF963183;KF963184	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Heterobasidion partitivirus 13
GCA_002867995	3673	2	2	283	KF963187;KF963186	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Heterobasidion partitivirus 15
GCA_002868015	3711	2	2	302	FJ816272;FJ816271	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Heterobasidion partitivirus 3
GCA_002608645	59167	1	87	4220	KU160663	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Arthrobacter phage Rings
GCA_002868035	3772	2	2	325	EU605884;EU605883	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Vicia cryptic virus
GCA_002868055	3683	2	2	317	EF173392;EF173391	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Vicia cryptic virus
GCA_002758855	168395	1	272	20354	KM606997	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Myoviridae;Tevenvirinae;T4virus;Escherichia virus RB3;Enterobacteria phage RB7
GCA_002868075	3682	2	2	313	EF173395;EF173396	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Vicia cryptic virus
GCA_002868095	3681	2	2	316	EF173393;EF173394	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Vicia cryptic virus
GCA_002868115	1950	1	1	168	EF173389	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Vicia cryptic virus
GCA_002868135	1732	1	1	147	EF173390	root;Viruses;dsRNA viruses;Partitiviridae;Alphapartitivirus;Vicia cryptic virus
GCA_002744255	50948	1	83	1493	MF919521	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Gordonia phage Lysidious
GCA_002868155	4710	2	2	451	JN196536;JN196537	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Cannabis cryptic virus
GCA_002868195	4798	2	2	509	JX971982;JX971983	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Crimson clover cryptic virus 2
GCA_002868215	4528	2	2	339	HM565953;HM565954	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Heterobasidion partitivirus 2
GCA_002868235	2151	1	1	174	KF551880	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Heterobasidion partitivirus 2
GCA_002868255	2151	1	1	175	KF551881	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Heterobasidion partitivirus 2
GCA_002608665	59807	1	99	2861	KU160664	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Arthrobacter phage Salgado
GCA_002868315	2151	1	1	175	KF551882	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Heterobasidion partitivirus 2
GCA_002868335	2151	1	1	176	KF551883	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Heterobasidion partitivirus 2
GCA_002868355	2151	1	1	175	KF551884	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Heterobasidion partitivirus 2
GCA_002868375	2151	1	1	175	KF551885	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Heterobasidion partitivirus 2
GCA_002744295	53545	1	98	2121	MF919490	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;L5virus;unclassified L5likevirus;Mycobacterium phage Anselm
GCA_002868395	2157	1	1	178	KF551886	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Heterobasidion partitivirus 7
GCA_002758875	68569	1	102	2526	GU247133	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;Bclasvirinae;Pg1virus;Mycobacterium virus Soto;Mycobacterium phage Fang
GCA_002868415	2157	1	1	178	KF551887	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Heterobasidion partitivirus 7
GCA_002868435	4516	2	2	320	JX625227;JX625228	root;Viruses;dsRNA viruses;Partitiviridae;Betapartitivirus;Heterobasidion partitivirus 8
GCA_002868475	3346	2	2	385	KY884720;KY884721	root;Viruses;dsRNA viruses;Partitiviridae;Cryspovirus;Cryptosporidium parvum virus 1
GCA_002868495	3160	2	2	369	CPU95995;CPU95996	root;Viruses;dsRNA viruses;Partitiviridae;Cryspovirus;Cryptosporidium parvum virus 1
GCA_002868515	4695	3	3	466	HM560704;HM560702;HM560703	root;Viruses;dsRNA viruses;Partitiviridae;Deltapartitivirus;Beet cryptic virus 2
GCA_002868535	1607	1	1	182	S63913	root;Viruses;dsRNA viruses;Partitiviridae;Deltapartitivirus;Beet cryptic virus 3
GCA_002608685	58979	1	86	4219	KU160666	root;Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae;unclassified Siphoviridae;Arthrobacter phage SorJuana
GCA_002868575	3134	2	2	321	LC195294;LC195295	root;Viruses;dsRNA viruses;Partitiviridae;Deltapartitivirus;Pepper cryptic virus 2
